	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
1224	+	4.31304442890576	-4.91205406188965	P61626	P61626	Lysozyme C	LYZ	1854	Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1	11	11	11	1	0	0	0	6	6	6	0	0	0	6	6	6	148	148				By MS/MS	By MS/MS	By MS/MS	0	0	0	58.8	66.9	66.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	11	11	83.8	83.8	83.8	16.537	0	93.703	4.86357448129603e-05	0.00268571428571429	-4.91205406188965	-18.6521873292886	22.6641540527344	23.5061874389648	23.2886772155762	28.0516510009766	28.2016296386719	27.9419002532959	DOWN	DOWN	LYZ
1977	+	3.56632545116067	-4.7775084177653	Q8N257	Q8N257	Histone H2B type 3-B	HIST3H2BB	3043	Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=HIST3H2BB PE=1 SV=3	20	4	4	1	16	16	16	12	15	15	0	0	0	1	2	1	126	126	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	67.5	67.5	67.5	73	73	73	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	20	4	4	73	18.3	18.3	13.908	0	46.32	0.000271440438886389	0.00392814371257485	-4.7775084177653	-12.056013605744	22.8096332550049	22.0728397369385	23.1932048797607	27.5880641937256	27.0408248901367	27.7793140411377	DOWN	DOWN	HIST3H2BB
508	+	1.90010389296164	-4.62102127075195	P09327	P09327	Villin-1	VIL1	884	Villin-1 OS=Homo sapiens OX=9606 GN=VIL1 PE=1 SV=4	30	30	30	1	5	2	2	20	22	22	5	2	2	20	22	22	827	827	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	7.5	3	2.7	30.4	29.5	33.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	30	30	30	38.8	38.8	38.8	92.694	0	163.86	0.0125862428467455	0.0238213399503722	-4.62102127075195	-4.30595124524275	25.0657901763916	27.2591667175293	23.5677814483643	30.0198268890381	29.8450565338135	29.8909187316895	DOWN	DOWN	VIL1
2063	+	3.87156895522015	-4.58729553222656	Q8WVV4	Q8WVV4	Protein POF1B	POF1B	3239	Protein POF1B OS=Homo sapiens OX=9606 GN=POF1B PE=1 SV=3	11	11	11	1	0	0	1	9	7	11	0	0	1	9	7	11	589	589			By matching	By MS/MS	By MS/MS	By MS/MS	0	0	3.9	25	16.8	31.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	11	11	31.2	31.2	31.2	68.064	0	27.221	0.000134409834016222	0.00419230769230769	-4.58729553222656	-14.4205225882483	23.7153797149658	23.4861545562744	22.6714096069336	27.8282032012939	27.9290294647217	27.8775978088379	DOWN	DOWN	POF1B
375	+	3.86764519983087	-4.57896486918131	P00352	P00352	Retinal dehydrogenase 1	ALDH1A1	687	Retinal dehydrogenase 1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2	11	10	10	1	1	1	1	8	8	6	1	1	0	7	8	5	501	501	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	2.2	2.2	1.8	26.9	29.7	21	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	10	10	36.3	34.5	34.5	54.861	0	47.861	0.000135629699697759	0.00415238095238095	-4.57896486918131	-14.3874669196238	23.7800674438477	22.7150020599365	23.3224468231201	27.9121646881104	27.9462032318115	27.6960430145264	DOWN	DOWN	ALDH1A1
512	+	3.26696863039815	-4.55653190612793	P09467	P09467	Fructose-1,6-bisphosphatase 1	FBP1	888	Fructose-1,6-bisphosphatase 1 OS=Homo sapiens OX=9606 GN=FBP1 PE=1 SV=5	8	8	7	1	0	1	1	5	6	6	0	1	1	5	5	5	338	338		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	6.2	7.4	26	26.9	26.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	7	35.2	35.2	35.2	36.842	0	85.765	0.000540793383677806	0.00504109589041096	-4.55653190612793	-10.0998312822869	22.811975479126	24.1999397277832	23.6112747192383	28.4973945617676	27.8240814208984	27.9713096618652	DOWN	DOWN	FBP1
1489	+	3.49803516776903	-4.47237650553386	Q13085	Q13085;O00763	Acetyl-CoA carboxylase 1;Biotin carboxylase	ACACA	2214	Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2	54;3	54;3	54;3	2	9	10	7	36	37	37	9	10	7	36	37	37	2346	2346;2458	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.6	6.2	4.4	24.2	25.3	25.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	54	54	54	33.2	33.2	33.2	265.55	0	323.31	0.000317661682803024	0.00440677966101695	-4.47237650553386	-11.5804354082941	26.037036895752	26.4702777862549	25.2821369171143	30.6391868591309	30.4929523468018	30.07444190979	DOWN	DOWN	ACACA
1146	+	4.48898323250336	-4.43767166137695	P55011	P55011	Solute carrier family 12 member 2	SLC12A2	1748	Solute carrier family 12 member 2 OS=Homo sapiens OX=9606 GN=SLC12A2 PE=1 SV=1	21	21	21	1	2	2	1	11	9	9	2	2	1	11	9	9	1212	1212	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	2.1	2.1	1.2	13.2	12	11.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	21	21	21	23.1	23.1	23.1	131.45	0	323.31	3.24352139885684e-05	0.00155932203389831	-4.43767166137695	-20.6583259435617	24.1325492858887	24.2017612457275	24.7911911010742	28.7146320343018	28.8479557037354	28.8759288787842	DOWN	DOWN	SLC12A2
366	+	3.40011165460605	-4.31576347351074	O95994	O95994;Q8TD06	Anterior gradient protein 2 homolog	AGR2	676	Anterior gradient protein 2 homolog OS=Homo sapiens OX=9606 GN=AGR2 PE=1 SV=1	11;1	11;1	11;1	2	4	4	7	8	9	8	4	4	7	8	9	8	175	175;166	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.4	39.4	47.4	58.3	48.6	47.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	11	11	64.6	64.6	64.6	19.979	0	26.315	0.000398004832652249	0.00506	-4.31576347351074	-10.9295294658884	24.6082305908203	25.8915233612061	25.6380443572998	29.6611728668213	29.7825050354004	29.6414108276367	DOWN	DOWN	AGR2
73	+	3.18518879462516	-4.22434933980306	O14773	O14773	Tripeptidyl-peptidase 1	TPP1	241	Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	3	3	3	1	2	2	1	3	2	3	2	2	1	3	2	3	563	563	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	7.8	7.8	2.5	7.8	3.7	7.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	7.8	7.8	7.8	61.247	0	26.477	0.000652846688253545	0.00515481171548117	-4.22434933980306	-9.61991089966484	23.3922996520996	23.9874401092529	22.4973964691162	27.6302738189697	27.3807163238525	27.5391941070557	DOWN	DOWN	TPP1
705	+	3.02051337119666	-4.16712951660156	P21964	P21964	Catechol O-methyltransferase	COMT	1152	Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2	15	15	15	1	5	4	3	12	9	12	5	4	3	12	9	12	271	271	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33.9	27.3	22.5	68.3	54.2	67.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	72.7	72.7	72.7	30.037	0	291.57	0.000953864374509651	0.00668070175438596	-4.16712951660156	-8.71711892199156	27.1768360137939	26.665599822998	25.9723300933838	30.3642139434814	30.5339889526367	31.4179515838623	DOWN	DOWN	COMT
2206	+	4.36762308713341	-4.10837427775065	Q96IR7	Q96IR7	4-hydroxyphenylpyruvate dioxygenase-like protein	HPDL	3480	4-hydroxyphenylpyruvate dioxygenase-like protein OS=Homo sapiens OX=9606 GN=HPDL PE=1 SV=1	8	8	8	1	0	0	1	8	5	6	0	0	1	8	5	6	371	371			By matching	By MS/MS	By MS/MS	By MS/MS	0	0	3	30.7	21	19.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	30.7	30.7	30.7	39.385	0	37.444	4.28920607932913e-05	0.00289230769230769	-4.10837427775065	-19.2531116678986	23.35276222229	23.5152282714844	23.9338626861572	27.7774353027344	27.8826198577881	27.4669208526611	DOWN	DOWN	HPDL
755	+	3.62589056757388	-4.08178965250651	P25815	P25815	Protein S100-P	S100P	1222	Protein S100-P OS=Homo sapiens OX=9606 GN=S100P PE=1 SV=2	5	5	5	1	0	0	0	2	4	5	0	0	0	2	4	5	95	95				By MS/MS	By MS/MS	By MS/MS	0	0	0	35.8	35.8	35.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	35.8	35.8	35.8	10.4	0	22.893	0.000236651593106819	0.00420512820512821	-4.08178965250651	-12.4860116088732	23.6806011199951	22.5727481842041	23.1310405731201	27.3437576293945	27.1612529754639	27.1247482299805	DOWN	DOWN	S100P
2451	+	5.31981606257853	-4.05267969767253	Q9H4G0	Q9H4G0	Band 4.1-like protein 1	EPB41L1	3903	Band 4.1-like protein 1 OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=2	20	19	18	1	1	1	2	9	9	11	0	1	2	8	9	11	881	881	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	1.4	2.2	3	15.6	15	17.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	20	19	18	29.9	28.5	27	98.502	0	162.16	4.78832850208709e-06	0	-4.05267969767253	-33.4075316246538	23.5016994476318	23.8529167175293	23.5120067596436	27.6243591308594	27.6523265838623	27.7479763031006	DOWN	DOWN	EPB41L1
2850	+	2.16851654094687	-3.92200342814128	Q9Y446	Q9Y446	Plakophilin-3	PKP3	4554	Plakophilin-3 OS=Homo sapiens OX=9606 GN=PKP3 PE=1 SV=1	24	24	24	1	2	1	4	12	8	8	2	1	4	12	8	8	797	797	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	4.6	1.3	6.8	22.1	13.7	15.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	24	24	24	38.1	38.1	38.1	87.081	0	144.76	0.00678396281969286	0.0177222222222222	-3.92200342814128	-5.14155766607672	22.8991088867188	24.0305271148682	25.2841854095459	28.5173950195313	27.390344619751	28.0720920562744	DOWN	DOWN	PKP3
955	+	6.55893500255757	-3.87343343098959	P42765	P42765	3-ketoacyl-CoA thiolase, mitochondrial	ACAA2	1493	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	22	22	22	1	8	7	10	20	17	19	8	7	10	20	17	19	397	397	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.7	22.4	34.5	52.9	50.6	50.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	22	22	22	53.1	53.1	53.1	41.924	0	323.31	2.76099104113385e-07	0	-3.87343343098959	-68.2521356376144	27.3751754760742	27.2043380737305	27.3688621520996	31.181510925293	31.1783676147461	31.208797454834	DOWN	DOWN	ACAA2
2233	+	2.01528732535301	-3.83546765645345	Q96PZ0	Q96PZ0	Pseudouridylate synthase 7 homolog	PUS7	3529	Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=2	15	15	15	1	3	3	3	10	9	9	3	3	3	10	9	9	661	661	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5	6.5	4.8	17.7	16.8	18	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	27.2	27.2	27.2	75.035	0	46.353	0.0096541195972554	0.0210798898071625	-3.83546765645345	-4.65101621063085	22.7288494110107	24.867359161377	22.2045974731445	26.8443374633789	27.2096462249756	27.2532253265381	DOWN	DOWN	PUS7
1353	+	2.28311173714027	-3.83507982889811	P84085	P84085	ADP-ribosylation factor 5	ARF5	2018	ADP-ribosylation factor 5 OS=Homo sapiens OX=9606 GN=ARF5 PE=1 SV=2	11	6	6	1	2	2	4	7	6	5	0	0	2	4	4	3	180	180	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.8	17.8	31.1	52.8	45.6	34.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	6	6	71.1	48.9	48.9	20.529	0	56.955	0.0052106063315128	0.0158438030560272	-3.83507982889811	-5.53407834203313	23.7584857940674	24.0878047943115	22.8526992797852	27.9892902374268	27.9863624572754	26.2285766601563	DOWN	DOWN	ARF5
2509	+	2.42393998285292	-3.79409090677897	Q9NNW7	Q9NNW7	Thioredoxin reductase 2, mitochondrial	TXNRD2	4009	Thioredoxin reductase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TXNRD2 PE=1 SV=3	10	9	9	1	3	2	4	7	6	7	3	1	3	7	5	6	524	524	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	13.5	7.6	12.8	23.3	19.3	20.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	9	9	26.3	23.5	23.5	56.506	0	54.743	0.00376755861007546	0.0128662900188324	-3.79409090677897	-6.04938044470733	24.897029876709	23.1020278930664	25.0447273254395	28.1948375701904	28.0242729187012	28.2069473266602	DOWN	DOWN	TXNRD2
2442	+	3.60304526966608	-3.69203885396322	Q9H3R2	Q9H3R2	Mucin-13	MUC13	3891	Mucin-13 OS=Homo sapiens OX=9606 GN=MUC13 PE=1 SV=3	5	5	5	1	0	0	0	4	4	4	0	0	0	4	4	4	512	512				By MS/MS	By MS/MS	By MS/MS	0	0	0	10.4	13.1	10.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	13.5	13.5	13.5	54.603	0	80.876	0.000249433471078004	0.00402453987730061	-3.69203885396322	-12.3193853246534	23.3142910003662	22.5272674560547	23.4988212585449	26.7491912841797	26.8626613616943	26.8046436309814	DOWN	DOWN	MUC13
734	+	1.92135464587928	-3.64482498168945	P23786	P23786	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2	1194	Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2	14	14	14	1	2	3	2	11	7	12	2	3	2	11	7	12	658	658	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.6	5.5	3.8	23.1	13.5	22.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	28.4	28.4	28.4	73.776	0	23.114	0.0119852018906951	0.02284625158831	-3.64482498168945	-4.36817235631607	25.4233894348145	24.429500579834	22.9480495452881	27.7158756256104	27.2968406677246	28.7226982116699	DOWN	DOWN	CPT2
1950	+	2.5302329128083	-3.50926971435547	Q8IVT2	Q8IVT2	Mitotic interactor and substrate of PLK1	MISP	2988	Mitotic interactor and substrate of PLK1 OS=Homo sapiens OX=9606 GN=MISP PE=1 SV=1	14	14	14	1	1	3	3	8	8	8	1	3	3	8	8	8	679	679	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.5	5.4	8.8	22.2	17.8	23.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	38.1	38.1	38.1	75.356	0	111.31	0.00294962691288975	0.0116463157894737	-3.50926971435547	-6.46431434881306	22.9681415557861	24.3068866729736	24.7356739044189	27.6095695495605	27.2999877929688	27.6289539337158	DOWN	DOWN	MISP
2701	+	1.39779422853893	-3.37492879231771	Q9UHR4	Q9UHR4	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	BAIAP2L1	4334	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2	21	21	21	1	2	2	1	9	7	8	2	2	1	9	7	8	511	511	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	5.3	4.7	2.9	21.9	19.6	17.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	21	21	21	44.6	44.6	44.6	56.882	0	161.94	0.0400134291002088	0.0498008810572687	-3.37492879231771	-2.99818756357755	23.996955871582	26.9513816833496	23.3403511047363	28.2540817260742	27.7775611877441	28.3818321228027	DOWN	DOWN	BAIAP2L1
